番号,名詞1,助詞1,名詞2,助詞2,名詞3,助詞3,動詞,子ども用解説,大人用解説,,
1418,鳥,が,山,に,,,飛来する,「に」は行き先だよ。,到達点。,,
1419,友達,が,家,で,計画,を,立案する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1420,先生,が,問題,を,,,解析する,「を」は対象だよ。,対格。,,
1421,ぼく,は,図書館,で,資料,を,分類する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1422,わたし,は,昼,に,食事,を,とる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1423,ねこ,が,窓,の,外,を,観察する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1424,犬,が,家,に,,,帰還する,「に」は行き先だよ。,到達点。,,
1425,先生,が,学生,に,知識,を,提供する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1426,ぼく,は,友達,と,考え,を,共有する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1427,わたし,は,駅,から,徒歩,で,通う,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
1428,鳥,が,川,を,,,横断する,「を」は通る場所だよ。,経路。,,
1429,友達,が,学校,で,実験,を,実施する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1430,先生,が,本,の,内容,を,要約する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1431,ぼく,は,夜,に,音楽,を,聴く,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1432,わたし,は,公園,で,友達,と,議論する,「で」は場所、「と」は相手だよ。,場所＋共同。,,
1433,ねこ,が,棚,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1434,犬,が,庭,から,外,へ,飛び出す,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
1435,先生,が,学生,に,課題,を,提示する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1436,ぼく,は,朝,に,準備,を,整える,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1437,わたし,は,友達,から,情報,を,取得する,「から」はもと、「を」は対象だよ。,起点＋対象。,,
1438,鳥,が,空,に,,,舞い上がる,「に」は行き先だよ。,到達点。,,
1439,友達,が,教室,で,発言,を,行う,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1440,先生,が,歴史,について,説明,を,行う,「について」はテーマ、「を」は対象だよ。,主題＋対象。,,
1441,ぼく,は,家,で,映画,を,鑑賞する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1442,わたし,は,駅,へ,,,急ぐ,「へ」は方向だよ。,方向。,,
1443,ねこ,が,机,の,下,で,丸くなる,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1444,犬,が,庭,から,外,へ,走る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
1445,先生,が,学生,に,資料,を,配布する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1446,ぼく,は,図書館,で,資料,を,確認する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1447,わたし,は,朝,に,飲料,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1448,鳥,が,空,を,,,飛び続ける,「を」は通る場所だよ。,経路。,,
1449,友達,が,駅,で,人,を,待つ,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1450,先生,が,問題,を,,,解決する,「を」は対象だよ。,対格。,,
1451,ぼく,は,条件,によって,結果,を,変化させる,「によって」は理由、「を」は対象だよ。,条件＋対象。,,
1452,わたし,は,朝,から,活動,を,継続する,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
1453,ねこ,が,庭,の,石,で,遊ぶ,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1454,犬,が,飼い主,に,愛情,を,示す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1455,先生,が,学生,に,指示,を,与える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1456,ぼく,は,友達,と,計画,を,構築する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1457,わたし,は,家,から,学校,まで,通う,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
1458,鳥,が,空,を,,,高く飛翔する,「を」は通る場所だよ。,経路。,,
1459,友達,が,教室,に,,,集合する,「に」は行き先だよ。,到達点。,,
1460,先生,が,自然,について,説明,を,行う,「について」はテーマ、「を」は対象だよ。,主題＋対象。,,
1461,ぼく,は,結果,より,努力,を,評価する,「より」はくらべる、「を」は対象だよ。,比較＋対象。,,
1462,わたし,は,昼,に,課題,を,進める,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1463,ねこ,が,窓,の,そば,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1464,犬,が,主人,に,関心,を,示す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1465,先生,が,学生,に,方法,を,説明する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1466,ぼく,は,友達,と,意見,を,交換する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1467,わたし,は,家,から,図書館,まで,通う,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
1468,鳥,が,空,を,,,滑空する,「を」は通る場所だよ。,経路。,,
1469,友達,が,部屋,に,,,入室する,「に」は行き先だよ。,到達点。,,
1470,先生,が,社会問題,について,議論,を,進める,「について」はテーマ、「を」は対象だよ。,主題＋対象。,,
1471,ぼく,は,夜,まで,読書,を,続ける,「まで」は終わり、「を」は対象だよ。,終点＋対象。,,
1472,わたし,は,公園,で,景観,を,眺める,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1473,ねこ,が,机,の,端,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1474,犬,が,道,を,,,歩き回る,「を」は通る場所だよ。,経路。,,
1475,先生,が,学生,と,意見,を,共有する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1476,ぼく,は,朝,から,勉強,を,続ける,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
1477,わたし,は,友達,に,質問,を,する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1478,鳥,が,山,に,,,飛来する,「に」は行き先だよ。,到達点。,,
1479,友達,が,家,で,準備,を,整える,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1480,先生,が,問題,を,,,説明する,「を」は対象だよ。,対格。,,
1481,ぼく,は,図書館,で,資料,を,確認する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1482,わたし,は,昼,に,食事,を,取る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1483,ねこ,が,窓,の,外,を,観察する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1484,犬,が,家,に,,,帰る,「に」は行き先だよ。,到達点。,,
1485,先生,が,学生,に,知識,を,伝える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1486,ぼく,は,友達,と,議題,を,検討する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1487,わたし,は,駅,から,電車,で,通う,「から」ははじまり、「で」は手段だよ。,起点＋手段。,,
1488,鳥,が,川,を,,,渡る,「を」は通る場所だよ。,経路。,,
1489,友達,が,学校,で,活動,を,進行する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1490,先生,が,本,の,内容,を,説明する,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1491,ぼく,は,夜,に,音楽,を,楽しむ,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1492,わたし,は,公園,で,友達,と,対話する,「で」は場所、「と」は相手だよ。,場所＋共同。,,
1493,ねこ,が,棚,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1494,犬,が,庭,から,外,へ,出る,「から」ははじまり、「へ」は行き先だよ。,起点＋方向。,,
1495,先生,が,学生,に,課題,を,与える,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1496,ぼく,は,朝,に,準備,を,進める,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1497,わたし,は,友達,から,情報,を,得る,「から」はもと、「を」は対象だよ。,起点＋対象。,,
1498,鳥,が,空,に,,,飛び立つ,「に」は行き先だよ。,到達点。,,
1499,友達,が,教室,で,発言,を,する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1500,先生,が,歴史,について,話,を,する,「について」はテーマ、「を」は対象だよ。,主題＋対象。,,
1501,ぼく,は,状況,から,判断,を,下す,「から」はもと、「を」は対象だよ。,根拠＋対象。,,
1502,わたし,は,朝,に,予定,を,確認する,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1503,ねこ,が,木,の,下,で,休む,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1504,犬,が,飼い主,に,反応,を,示す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1505,先生,が,学生,に,方策,を,示す,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1506,ぼく,は,友達,と,意見,を,調整する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1507,わたし,は,家,から,職場,まで,通う,「から」ははじまり、「まで」はおわりだよ。,起点＋終点。,,
1508,鳥,が,空,を,,,旋回し続ける,「を」は通る場所だよ。,経路。,,
1509,友達,が,教室,に,,,入室する,「に」は行き先だよ。,到達点。,,
1510,先生,が,制度,について,説明,を,行う,「について」はテーマ、「を」は対象だよ。,主題＋対象。,,
1511,ぼく,は,夜,まで,作業,を,継続する,「まで」は終わり、「を」は対象だよ。,終点＋対象。,,
1512,わたし,は,公園,で,環境,を,観察する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1513,ねこ,が,机,の,上,で,丸くなる,「の」はつながり、「で」は場所だよ。,連体修飾＋場所。,,
1514,犬,が,道,を,,,駆け抜ける,「を」は通る場所だよ。,経路。,,
1515,先生,が,学生,と,議題,を,検討する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1516,ぼく,は,朝,から,業務,を,開始する,「から」ははじまり、「を」は対象だよ。,起点＋対象。,,
1517,わたし,は,友達,に,助言,を,依頼する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
1518,鳥,が,山,に,,,接近する,「に」は行き先だよ。,到達点。,,
1519,友達,が,家,で,計画,を,策定する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1520,先生,が,問題,を,,,分析する,「を」は対象だよ。,対格。,,
1521,ぼく,は,図書館,で,資料,を,整理する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
1522,わたし,は,昼,に,食事,を,とる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1523,ねこ,が,窓,の,外,を,見渡す,「の」はつながり、「を」は対象だよ。,連体修飾＋対象。,,
1524,犬,が,家,に,,,戻る,「に」は行き先だよ。,到達点。,,
1525,先生,が,学生,に,知識,を,提供する,「に」はあいて、「を」は対象だよ。,受け手＋対象。,,
